song_ids,songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3GhANVroCxsrwEctYYTejf,Vicinity Of Obscenity,System Of A Down,0.546,0.957,1,-3.189,1,0.164,0.0533,3.37e-06,0.683,0.514,109.775,audio_features,3GhANVroCxsrwEctYYTejf,spotify:track:3GhANVroCxsrwEctYYTejf,https://api.spotify.com/v1/tracks/3GhANVroCxsrwEctYYTejf,https://api.spotify.com/v1/audio-analysis/3GhANVroCxsrwEctYYTejf,171800,4
5cRVPM84ZwIDKokguNGmxe,U-Fig,System Of A Down,0.367,0.958,6,-3.284,1,0.087,0.0131,1.01e-05,0.264,0.147,86.493,audio_features,5cRVPM84ZwIDKokguNGmxe,spotify:track:5cRVPM84ZwIDKokguNGmxe,https://api.spotify.com/v1/tracks/5cRVPM84ZwIDKokguNGmxe,https://api.spotify.com/v1/audio-analysis/5cRVPM84ZwIDKokguNGmxe,175267,4
3PQDDPNlnxmWnD6TW6ievM,Tentative,System Of A Down,0.304,0.962,1,-2.076,0,0.0988,0.0448,0.0,0.37,0.0792,158.576,audio_features,3PQDDPNlnxmWnD6TW6ievM,spotify:track:3PQDDPNlnxmWnD6TW6ievM,https://api.spotify.com/v1/tracks/3PQDDPNlnxmWnD6TW6ievM,https://api.spotify.com/v1/audio-analysis/3PQDDPNlnxmWnD6TW6ievM,216533,4
4w7RYGtTvtRazFOzBdQEOX,Stealing Society,System Of A Down,0.283,0.983,2,-2.513,1,0.06,0.000678,0.0,0.19,0.548,96.067,audio_features,4w7RYGtTvtRazFOzBdQEOX,spotify:track:4w7RYGtTvtRazFOzBdQEOX,https://api.spotify.com/v1/tracks/4w7RYGtTvtRazFOzBdQEOX,https://api.spotify.com/v1/audio-analysis/4w7RYGtTvtRazFOzBdQEOX,178000,4
5JWNuCKFrzKuswRnPPVGXA,Kill Rock 'n Roll,System Of A Down,0.288,0.987,4,-1.359,1,0.223,0.0168,0.0,0.264,0.336,184.519,audio_features,5JWNuCKFrzKuswRnPPVGXA,spotify:track:5JWNuCKFrzKuswRnPPVGXA,https://api.spotify.com/v1/tracks/5JWNuCKFrzKuswRnPPVGXA,https://api.spotify.com/v1/audio-analysis/5JWNuCKFrzKuswRnPPVGXA,147960,4
4jbBPXmPKFeXUBPNbxyJhp,Dreaming,System Of A Down,0.19,0.979,5,-1.472,0,0.0545,0.0022,0.0,0.75,0.485,181.256,audio_features,4jbBPXmPKFeXUBPNbxyJhp,spotify:track:4jbBPXmPKFeXUBPNbxyJhp,https://api.spotify.com/v1/tracks/4jbBPXmPKFeXUBPNbxyJhp,https://api.spotify.com/v1/audio-analysis/4jbBPXmPKFeXUBPNbxyJhp,239867,4
1qcnRNKmUMUvdqfX9uOp5M,Attack,System Of A Down,0.349,0.97,6,-2.874,1,0.0892,0.005,3.31e-06,0.0432,0.299,159.779,audio_features,1qcnRNKmUMUvdqfX9uOp5M,spotify:track:1qcnRNKmUMUvdqfX9uOp5M,https://api.spotify.com/v1/tracks/1qcnRNKmUMUvdqfX9uOp5M,https://api.spotify.com/v1/audio-analysis/1qcnRNKmUMUvdqfX9uOp5M,186467,4
2oXfe1se6IhWYcGtnUjD2e,Let You Down,Seether,0.225,0.818,2,-4.406,1,0.0348,2.36e-05,0.188,0.108,0.609,83.948,audio_features,2oXfe1se6IhWYcGtnUjD2e,spotify:track:2oXfe1se6IhWYcGtnUjD2e,https://api.spotify.com/v1/tracks/2oXfe1se6IhWYcGtnUjD2e,https://api.spotify.com/v1/audio-analysis/2oXfe1se6IhWYcGtnUjD2e,250213,4
7kzKAuUzOITUauHAhoMoxA,Last Nite,The Strokes,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,audio_features,7kzKAuUzOITUauHAhoMoxA,spotify:track:7kzKAuUzOITUauHAhoMoxA,https://api.spotify.com/v1/tracks/7kzKAuUzOITUauHAhoMoxA,https://api.spotify.com/v1/audio-analysis/7kzKAuUzOITUauHAhoMoxA,193051,4
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4
561jH07mF1jHuk7KlaeF0s,Mockingbird,Eminem,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
7Ie9W94M7OjPoZVV216Xus,Not Afraid,Eminem,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,audio_features,7Ie9W94M7OjPoZVV216Xus,spotify:track:7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,248133,5
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Eminem,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,audio_features,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4
4xkOaSrkexMciUUogZKVTS,'Till I Collapse,Eminem,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,audio_features,4xkOaSrkexMciUUogZKVTS,spotify:track:4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,297787,4
5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,audio_features,5Z01UMMf7V1o0MzF86s6WJ,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/tracks/5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/audio-analysis/5Z01UMMf7V1o0MzF86s6WJ,326467,4
0QEsWLbtidXCfvhtdN2dmx,Cyanide Sweet Tooth Suicide,Shinedown,0.466,0.995,5,-3.2,1,0.119,3.53e-05,0.00804,0.126,0.169,130.991,audio_features,0QEsWLbtidXCfvhtdN2dmx,spotify:track:0QEsWLbtidXCfvhtdN2dmx,https://api.spotify.com/v1/tracks/0QEsWLbtidXCfvhtdN2dmx,https://api.spotify.com/v1/audio-analysis/0QEsWLbtidXCfvhtdN2dmx,191067,4
0CkSF2TAqIu8TJaVwwAOnT,If You Only Knew,Shinedown,0.449,0.956,9,-4.011,0,0.0398,0.000347,0.0,0.325,0.321,97.011,audio_features,0CkSF2TAqIu8TJaVwwAOnT,spotify:track:0CkSF2TAqIu8TJaVwwAOnT,https://api.spotify.com/v1/tracks/0CkSF2TAqIu8TJaVwwAOnT,https://api.spotify.com/v1/audio-analysis/0CkSF2TAqIu8TJaVwwAOnT,226640,4
1LkMC92Zc21awBWSHWZeGp,The Crow & the Butterfly,Shinedown,0.319,0.781,5,-3.496,1,0.0329,0.0013,0.0,0.0944,0.238,149.002,audio_features,1LkMC92Zc21awBWSHWZeGp,spotify:track:1LkMC92Zc21awBWSHWZeGp,https://api.spotify.com/v1/tracks/1LkMC92Zc21awBWSHWZeGp,https://api.spotify.com/v1/audio-analysis/1LkMC92Zc21awBWSHWZeGp,253600,3
1w7CYRHXbGOkpjnjuMcqRh,For My Sake,Shinedown,0.414,0.959,2,-3.245,0,0.0868,0.000528,0.0,0.252,0.586,166.006,audio_features,1w7CYRHXbGOkpjnjuMcqRh,spotify:track:1w7CYRHXbGOkpjnjuMcqRh,https://api.spotify.com/v1/tracks/1w7CYRHXbGOkpjnjuMcqRh,https://api.spotify.com/v1/audio-analysis/1w7CYRHXbGOkpjnjuMcqRh,227213,4
0Ldlex2J63L6Dop9Pk2Rz9,Bully,Shinedown,0.519,0.969,6,-2.34,0,0.0662,9.03e-05,0.0,0.111,0.48,77.011,audio_features,0Ldlex2J63L6Dop9Pk2Rz9,spotify:track:0Ldlex2J63L6Dop9Pk2Rz9,https://api.spotify.com/v1/tracks/0Ldlex2J63L6Dop9Pk2Rz9,https://api.spotify.com/v1/audio-analysis/0Ldlex2J63L6Dop9Pk2Rz9,242747,4
4LFBVDJV0xpayUvquQVzhS,Cut the Cord,Shinedown,0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,audio_features,4LFBVDJV0xpayUvquQVzhS,spotify:track:4LFBVDJV0xpayUvquQVzhS,https://api.spotify.com/v1/tracks/4LFBVDJV0xpayUvquQVzhS,https://api.spotify.com/v1/audio-analysis/4LFBVDJV0xpayUvquQVzhS,224597,4
0CwYG1UnRmOx8Q1EzElCIL,Second Chance,Shinedown,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,audio_features,0CwYG1UnRmOx8Q1EzElCIL,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,https://api.spotify.com/v1/tracks/0CwYG1UnRmOx8Q1EzElCIL,https://api.spotify.com/v1/audio-analysis/0CwYG1UnRmOx8Q1EzElCIL,222067,4
3Tp7y0bLogDQsIO5tTTOH4,Asking for It,Shinedown,0.449,0.971,10,-3.66,1,0.0476,0.00273,0.0,0.141,0.414,144.031,audio_features,3Tp7y0bLogDQsIO5tTTOH4,spotify:track:3Tp7y0bLogDQsIO5tTTOH4,https://api.spotify.com/v1/tracks/3Tp7y0bLogDQsIO5tTTOH4,https://api.spotify.com/v1/audio-analysis/3Tp7y0bLogDQsIO5tTTOH4,210707,4
2le5xHvcWF8PDp608d4L8D,How Did You Love,Shinedown,0.331,0.75,5,-5.202,1,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,audio_features,2le5xHvcWF8PDp608d4L8D,spotify:track:2le5xHvcWF8PDp608d4L8D,https://api.spotify.com/v1/tracks/2le5xHvcWF8PDp608d4L8D,https://api.spotify.com/v1/audio-analysis/2le5xHvcWF8PDp608d4L8D,187627,4
1fnULsZuORnAgCFFbM8nTZ,State of My Head,Shinedown,0.486,0.94,7,-4.237,0,0.0605,0.00919,0.0,0.0777,0.42,79.727,audio_features,1fnULsZuORnAgCFFbM8nTZ,spotify:track:1fnULsZuORnAgCFFbM8nTZ,https://api.spotify.com/v1/tracks/1fnULsZuORnAgCFFbM8nTZ,https://api.spotify.com/v1/audio-analysis/1fnULsZuORnAgCFFbM8nTZ,205653,4
4VuKGQiCzE5BdSdvp6Hjoh,Simple Man - Acoustic,Shinedown,0.568,0.367,7,-8.15,1,0.0318,0.768,0.0,0.279,0.41,121.074,audio_features,4VuKGQiCzE5BdSdvp6Hjoh,spotify:track:4VuKGQiCzE5BdSdvp6Hjoh,https://api.spotify.com/v1/tracks/4VuKGQiCzE5BdSdvp6Hjoh,https://api.spotify.com/v1/audio-analysis/4VuKGQiCzE5BdSdvp6Hjoh,320267,4
1PLMK1ui86iHHG3FM1N7ue,Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,0.516,0.884,2,-3.706,0,0.0448,0.000254,0.000347,0.0478,0.448,107.96,audio_features,1PLMK1ui86iHHG3FM1N7ue,spotify:track:1PLMK1ui86iHHG3FM1N7ue,https://api.spotify.com/v1/tracks/1PLMK1ui86iHHG3FM1N7ue,https://api.spotify.com/v1/audio-analysis/1PLMK1ui86iHHG3FM1N7ue,336113,4
1SDl9wY1MqbpJQW0yKEWxL,Enemies,Shinedown,0.507,0.966,1,-2.635,1,0.046,0.00159,0.0,0.336,0.502,136.035,audio_features,1SDl9wY1MqbpJQW0yKEWxL,spotify:track:1SDl9wY1MqbpJQW0yKEWxL,https://api.spotify.com/v1/tracks/1SDl9wY1MqbpJQW0yKEWxL,https://api.spotify.com/v1/audio-analysis/1SDl9wY1MqbpJQW0yKEWxL,188093,4
0W9Xvd4Qx1aZPxEi94vgRY,Sound of Madness,Shinedown,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,audio_features,0W9Xvd4Qx1aZPxEi94vgRY,spotify:track:0W9Xvd4Qx1aZPxEi94vgRY,https://api.spotify.com/v1/tracks/0W9Xvd4Qx1aZPxEi94vgRY,https://api.spotify.com/v1/audio-analysis/0W9Xvd4Qx1aZPxEi94vgRY,233987,4
1wdI5lJkTcNQ7NWkOWOLbu,Serious,Scars On Broadway,0.303,0.983,9,-3.122,1,0.0544,0.0106,0.0,0.0311,0.837,180.606,audio_features,1wdI5lJkTcNQ7NWkOWOLbu,spotify:track:1wdI5lJkTcNQ7NWkOWOLbu,https://api.spotify.com/v1/tracks/1wdI5lJkTcNQ7NWkOWOLbu,https://api.spotify.com/v1/audio-analysis/1wdI5lJkTcNQ7NWkOWOLbu,127507,4
6R3msrRpdNlJqlaqBHxvxO,Funny,Scars On Broadway,0.484,0.901,8,-3.012,0,0.0341,0.00274,2.53e-06,0.0704,0.823,142.793,audio_features,6R3msrRpdNlJqlaqBHxvxO,spotify:track:6R3msrRpdNlJqlaqBHxvxO,https://api.spotify.com/v1/tracks/6R3msrRpdNlJqlaqBHxvxO,https://api.spotify.com/v1/audio-analysis/6R3msrRpdNlJqlaqBHxvxO,175413,4
5Sq04cjctTi7laDjedju5s,Kill Each Other / Live Forever,Scars On Broadway,0.341,0.87,1,-2.12,0,0.0413,0.00143,0.0,0.0809,0.446,174.266,audio_features,5Sq04cjctTi7laDjedju5s,spotify:track:5Sq04cjctTi7laDjedju5s,https://api.spotify.com/v1/tracks/5Sq04cjctTi7laDjedju5s,https://api.spotify.com/v1/audio-analysis/5Sq04cjctTi7laDjedju5s,185533,4
1mOi4qfqfG003OVU8WfwVV,World Long Gone,Scars On Broadway,0.328,0.977,1,-2.168,0,0.0459,0.00147,5.9e-05,0.0956,0.816,158.707,audio_features,1mOi4qfqfG003OVU8WfwVV,spotify:track:1mOi4qfqfG003OVU8WfwVV,https://api.spotify.com/v1/tracks/1mOi4qfqfG003OVU8WfwVV,https://api.spotify.com/v1/audio-analysis/1mOi4qfqfG003OVU8WfwVV,196067,4
2Vo6bX5fFuoGgIjdC1vDNG,They Say,Scars On Broadway,0.482,0.988,1,-1.345,1,0.0543,0.00217,0.0,0.0961,0.481,139.766,audio_features,2Vo6bX5fFuoGgIjdC1vDNG,spotify:track:2Vo6bX5fFuoGgIjdC1vDNG,https://api.spotify.com/v1/tracks/2Vo6bX5fFuoGgIjdC1vDNG,https://api.spotify.com/v1/audio-analysis/2Vo6bX5fFuoGgIjdC1vDNG,167973,4
7eNCd5hipdcUscAHTguegq,Empty Walls,Serj Tankian,0.464,0.963,0,-3.568,0,0.0484,0.00161,0.0,0.196,0.528,160.071,audio_features,7eNCd5hipdcUscAHTguegq,spotify:track:7eNCd5hipdcUscAHTguegq,https://api.spotify.com/v1/tracks/7eNCd5hipdcUscAHTguegq,https://api.spotify.com/v1/audio-analysis/7eNCd5hipdcUscAHTguegq,230027,4
4dcUque6026WExzwJYWG7H,The Suffering,Coheed and Cambria,0.55,0.917,11,-5.075,1,0.096,0.0114,0.0,0.221,0.879,156.958,audio_features,4dcUque6026WExzwJYWG7H,spotify:track:4dcUque6026WExzwJYWG7H,https://api.spotify.com/v1/tracks/4dcUque6026WExzwJYWG7H,https://api.spotify.com/v1/audio-analysis/4dcUque6026WExzwJYWG7H,223653,4
42GP0xKtkolBnmqQRvSllO,Welcome Home,Coheed and Cambria,0.442,0.951,11,-5.27,1,0.11,0.00648,1.12e-06,0.0887,0.158,154.004,audio_features,42GP0xKtkolBnmqQRvSllO,spotify:track:42GP0xKtkolBnmqQRvSllO,https://api.spotify.com/v1/tracks/42GP0xKtkolBnmqQRvSllO,https://api.spotify.com/v1/audio-analysis/42GP0xKtkolBnmqQRvSllO,374973,4
3b1FwnXe5NT97SZRCJTLlw,Follow Me Down,The Pretty Reckless,0.417,0.816,3,-4.744,1,0.0773,0.00301,0.00415,0.243,0.398,143.997,audio_features,3b1FwnXe5NT97SZRCJTLlw,spotify:track:3b1FwnXe5NT97SZRCJTLlw,https://api.spotify.com/v1/tracks/3b1FwnXe5NT97SZRCJTLlw,https://api.spotify.com/v1/audio-analysis/3b1FwnXe5NT97SZRCJTLlw,280093,4
0hoUqZE1IYqN7WYTch42vg,Going To Hell,The Pretty Reckless,0.563,0.994,6,-2.082,1,0.128,7.79e-05,0.00416,0.372,0.248,114.97,audio_features,0hoUqZE1IYqN7WYTch42vg,spotify:track:0hoUqZE1IYqN7WYTch42vg,https://api.spotify.com/v1/tracks/0hoUqZE1IYqN7WYTch42vg,https://api.spotify.com/v1/audio-analysis/0hoUqZE1IYqN7WYTch42vg,276053,4
4oxdzpXCDtbtShqpRjHasa,Take Me Down,The Pretty Reckless,0.654,0.939,2,-3.829,1,0.0556,0.00581,0.0124,0.661,0.534,110.986,audio_features,4oxdzpXCDtbtShqpRjHasa,spotify:track:4oxdzpXCDtbtShqpRjHasa,https://api.spotify.com/v1/tracks/4oxdzpXCDtbtShqpRjHasa,https://api.spotify.com/v1/audio-analysis/4oxdzpXCDtbtShqpRjHasa,253213,4
4U0nhramvy2HXuNcsug8Dk,My Medicine,The Pretty Reckless,0.427,0.907,10,-2.267,0,0.197,0.00297,0.0,0.671,0.412,150.134,audio_features,4U0nhramvy2HXuNcsug8Dk,spotify:track:4U0nhramvy2HXuNcsug8Dk,https://api.spotify.com/v1/tracks/4U0nhramvy2HXuNcsug8Dk,https://api.spotify.com/v1/audio-analysis/4U0nhramvy2HXuNcsug8Dk,193987,4
2opyAm6zOyjR0An5LkblfN,Make Me Wanna Die,The Pretty Reckless,0.495,0.905,8,-3.768,1,0.0653,0.00227,3.29e-06,0.142,0.215,97.106,audio_features,2opyAm6zOyjR0An5LkblfN,spotify:track:2opyAm6zOyjR0An5LkblfN,https://api.spotify.com/v1/tracks/2opyAm6zOyjR0An5LkblfN,https://api.spotify.com/v1/audio-analysis/2opyAm6zOyjR0An5LkblfN,235653,4
6Fh0LsVP76SxTizmUbs3jL,Heaven Knows,The Pretty Reckless,0.545,0.804,2,-3.744,1,0.0438,0.0855,0.0,0.191,0.573,84.013,audio_features,6Fh0LsVP76SxTizmUbs3jL,spotify:track:6Fh0LsVP76SxTizmUbs3jL,https://api.spotify.com/v1/tracks/6Fh0LsVP76SxTizmUbs3jL,https://api.spotify.com/v1/audio-analysis/6Fh0LsVP76SxTizmUbs3jL,224533,4
52sfkCimUqTPaS8Gu6Ur2a,Live It Up,Airbourne,0.369,0.919,3,-4.665,1,0.0381,0.00492,0.727,0.191,0.503,142.982,audio_features,52sfkCimUqTPaS8Gu6Ur2a,spotify:track:52sfkCimUqTPaS8Gu6Ur2a,https://api.spotify.com/v1/tracks/52sfkCimUqTPaS8Gu6Ur2a,https://api.spotify.com/v1/audio-analysis/52sfkCimUqTPaS8Gu6Ur2a,265086,4
6fhpnwCBLVamyD7gkZhXjt,"Too Much, Too Young, Too Fast",Airbourne,0.592,0.813,9,-7.154,1,0.0465,0.0014,0.000966,0.336,0.384,114.038,audio_features,6fhpnwCBLVamyD7gkZhXjt,spotify:track:6fhpnwCBLVamyD7gkZhXjt,https://api.spotify.com/v1/tracks/6fhpnwCBLVamyD7gkZhXjt,https://api.spotify.com/v1/audio-analysis/6fhpnwCBLVamyD7gkZhXjt,224773,4
1wXuogT7bvqnhuWzDBNOdV,Runnin' Wild,Airbourne,0.503,0.96,10,-2.672,1,0.0626,9.25e-05,0.578,0.274,0.489,162.022,audio_features,1wXuogT7bvqnhuWzDBNOdV,spotify:track:1wXuogT7bvqnhuWzDBNOdV,https://api.spotify.com/v1/tracks/1wXuogT7bvqnhuWzDBNOdV,https://api.spotify.com/v1/audio-analysis/1wXuogT7bvqnhuWzDBNOdV,218040,4
77asYwewm0lXvz76inosJm,Growing on Me,The Darkness,0.401,0.848,2,-4.247,1,0.0484,0.00034,2.26e-05,0.342,0.487,136.214,audio_features,77asYwewm0lXvz76inosJm,spotify:track:77asYwewm0lXvz76inosJm,https://api.spotify.com/v1/tracks/77asYwewm0lXvz76inosJm,https://api.spotify.com/v1/audio-analysis/77asYwewm0lXvz76inosJm,208880,4
3LDsZ7JCzTwfuTRuteUqtB,Givin' Up,The Darkness,0.56,0.927,11,-3.126,1,0.0503,0.0162,0.000165,0.236,0.818,136.613,audio_features,3LDsZ7JCzTwfuTRuteUqtB,spotify:track:3LDsZ7JCzTwfuTRuteUqtB,https://api.spotify.com/v1/tracks/3LDsZ7JCzTwfuTRuteUqtB,https://api.spotify.com/v1/audio-analysis/3LDsZ7JCzTwfuTRuteUqtB,214960,4
0FXIFD0DV5RBb3EytmjUBS,Friday Night,The Darkness,0.451,0.935,4,-3.475,1,0.0548,0.0204,8.31e-05,0.0996,0.415,126.993,audio_features,0FXIFD0DV5RBb3EytmjUBS,spotify:track:0FXIFD0DV5RBb3EytmjUBS,https://api.spotify.com/v1/tracks/0FXIFD0DV5RBb3EytmjUBS,https://api.spotify.com/v1/audio-analysis/0FXIFD0DV5RBb3EytmjUBS,176053,4
0a8pD243dhPtQkWvpAQpt7,Get Your Hands off My Woman,The Darkness,0.329,0.974,5,-3.009,1,0.0897,0.000282,0.000932,0.767,0.41,152.123,audio_features,0a8pD243dhPtQkWvpAQpt7,spotify:track:0a8pD243dhPtQkWvpAQpt7,https://api.spotify.com/v1/tracks/0a8pD243dhPtQkWvpAQpt7,https://api.spotify.com/v1/audio-analysis/0a8pD243dhPtQkWvpAQpt7,166080,4
55MXOSZbFpsGs5SWh3rjmV,One Way Ticket,The Darkness,0.522,0.77,11,-5.014,1,0.085,0.0132,1.11e-05,0.0898,0.493,132.337,audio_features,55MXOSZbFpsGs5SWh3rjmV,spotify:track:55MXOSZbFpsGs5SWh3rjmV,https://api.spotify.com/v1/tracks/55MXOSZbFpsGs5SWh3rjmV,https://api.spotify.com/v1/audio-analysis/55MXOSZbFpsGs5SWh3rjmV,266040,4
7AK1mqXn6EHlXL92t6gL79,Love Is Only a Feeling,The Darkness,0.386,0.925,2,-4.175,1,0.115,0.0276,0.000215,0.0375,0.336,158.15,audio_features,7AK1mqXn6EHlXL92t6gL79,spotify:track:7AK1mqXn6EHlXL92t6gL79,https://api.spotify.com/v1/tracks/7AK1mqXn6EHlXL92t6gL79,https://api.spotify.com/v1/audio-analysis/7AK1mqXn6EHlXL92t6gL79,260680,4
756CJtQRFSxEx9jV4P9hpA,I Believe in a Thing Called Love,The Darkness,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,audio_features,756CJtQRFSxEx9jV4P9hpA,spotify:track:756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/tracks/756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/audio-analysis/756CJtQRFSxEx9jV4P9hpA,217653,4
0BGOQSOmVKw92OFK9mLWdj,I Won't See You Tonight Part 2,Avenged Sevenfold,0.323,0.926,3,-6.685,1,0.0492,7.79e-05,0.0422,0.368,0.539,135.022,audio_features,0BGOQSOmVKw92OFK9mLWdj,spotify:track:0BGOQSOmVKw92OFK9mLWdj,https://api.spotify.com/v1/tracks/0BGOQSOmVKw92OFK9mLWdj,https://api.spotify.com/v1/audio-analysis/0BGOQSOmVKw92OFK9mLWdj,284694,4
0c1BjjDoHXiEw8ZJCgTh8A,Beast and the Harlot,Avenged Sevenfold,0.37,0.981,5,-3.296,1,0.0633,6.28e-05,0.00225,0.331,0.413,155.177,audio_features,0c1BjjDoHXiEw8ZJCgTh8A,spotify:track:0c1BjjDoHXiEw8ZJCgTh8A,https://api.spotify.com/v1/tracks/0c1BjjDoHXiEw8ZJCgTh8A,https://api.spotify.com/v1/audio-analysis/0c1BjjDoHXiEw8ZJCgTh8A,343600,4
4veeNpXDK1YRHMTJ1Cppsg,Buried Alive,Avenged Sevenfold,0.607,0.804,9,-5.209,0,0.0296,0.00116,0.0,0.159,0.469,139.983,audio_features,4veeNpXDK1YRHMTJ1Cppsg,spotify:track:4veeNpXDK1YRHMTJ1Cppsg,https://api.spotify.com/v1/tracks/4veeNpXDK1YRHMTJ1Cppsg,https://api.spotify.com/v1/audio-analysis/4veeNpXDK1YRHMTJ1Cppsg,404387,4
0jqblvsI9LBY4irmLVqqEO,Welcome to the Family,Avenged Sevenfold,0.567,0.946,2,-3.973,0,0.0935,0.00267,0.0,0.0567,0.699,94.985,audio_features,0jqblvsI9LBY4irmLVqqEO,spotify:track:0jqblvsI9LBY4irmLVqqEO,https://api.spotify.com/v1/tracks/0jqblvsI9LBY4irmLVqqEO,https://api.spotify.com/v1/audio-analysis/0jqblvsI9LBY4irmLVqqEO,245573,4
70Ln5mXX94J3C55jDclKJF,Count Me Out,Foxy Shazam,0.555,0.954,2,-3.837,1,0.0477,0.00372,0.0,0.381,0.63,119.908,audio_features,70Ln5mXX94J3C55jDclKJF,spotify:track:70Ln5mXX94J3C55jDclKJF,https://api.spotify.com/v1/tracks/70Ln5mXX94J3C55jDclKJF,https://api.spotify.com/v1/audio-analysis/70Ln5mXX94J3C55jDclKJF,226347,4
7inqk2aOungrJvYeBh2FQ8,Unstoppable,Foxy Shazam,0.579,0.934,2,-3.343,1,0.0636,0.00217,3.58e-05,0.127,0.504,127.941,audio_features,7inqk2aOungrJvYeBh2FQ8,spotify:track:7inqk2aOungrJvYeBh2FQ8,https://api.spotify.com/v1/tracks/7inqk2aOungrJvYeBh2FQ8,https://api.spotify.com/v1/audio-analysis/7inqk2aOungrJvYeBh2FQ8,213586,4
5iJU96441eAZ2VdWgxdyJa,Oh Lord,Foxy Shazam,0.529,0.882,0,-4.894,1,0.0495,0.0339,0.0,0.417,0.278,140.072,audio_features,5iJU96441eAZ2VdWgxdyJa,spotify:track:5iJU96441eAZ2VdWgxdyJa,https://api.spotify.com/v1/tracks/5iJU96441eAZ2VdWgxdyJa,https://api.spotify.com/v1/audio-analysis/5iJU96441eAZ2VdWgxdyJa,250960,4
0wSv9PSXKJVDrFA5okOztU,Killin' It,Foxy Shazam,0.567,0.901,7,-4.019,1,0.0491,0.00147,0.0,0.318,0.587,142.959,audio_features,0wSv9PSXKJVDrFA5okOztU,spotify:track:0wSv9PSXKJVDrFA5okOztU,https://api.spotify.com/v1/tracks/0wSv9PSXKJVDrFA5okOztU,https://api.spotify.com/v1/audio-analysis/0wSv9PSXKJVDrFA5okOztU,238040,3
